source,target,total_value,min_gas_price,transaction_count
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x12bb890508c125661e03b09ec06e404bc9289040,0,18000000000,59
0xf60c2ea62edbfe808163751dd0d8693dcb30019c,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,11052622259,482
0x46340b20830761efd32832a74d7169b29feb9758,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,14331668756,632
0xf89d7b9c864f589bbf53a82105107622b35eaa40,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,12117872159,122
0x95b564f3b3bae3f206aa418667ba000afafacc8a,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,11340947342,179
0x1c727a55ea3c11b0ab7d3a361fe0f3c47ce6de5d,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,10196764568,78
0x28c6c06298d514db089934071355e5743bf21d60,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,11052622259,1597
0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,26000000000,112
0x0d0707963952f2fba59dd06f2b425ace40b492fe,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,11990380833,84
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,11513335241,1584
0x48c04ed5691981c42154c6167398f95e8f38a7ff,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,12000000000,56
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,10836596338,400
0xd8d6ffe342210057bf4dcc31da28d006f253cef0,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,11003506490,297
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,10620627163,1486
0xa152f8bb749c55e9943a3a0a3111d18ee2b3f94e,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0,10690759889,203
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0x16cda4028e9e872a38acb903176719299beaed87,0,11205101166,80
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0x16eccfdbb4ee1a85a33f3a9b21175cd7ae753db4,0,12638388660,81
0x28c6c06298d514db089934071355e5743bf21d60,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,0,12150100723,109
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,0,12049120653,103
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,0,11835660335,102
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0x1796ae0b0fa4862485106a0de9b654efe301d0b2,0,12237125464,44
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0x188e817b02e635d482ae4d81e25dda98a97c4a42,0,11376233475,67
0xf60c2ea62edbfe808163751dd0d8693dcb30019c,0x18aaa7115705e8be94bffebde57af9bfc265b998,0,12417074514,90
0x46340b20830761efd32832a74d7169b29feb9758,0x18aaa7115705e8be94bffebde57af9bfc265b998,0,15798243201,67
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x18aaa7115705e8be94bffebde57af9bfc265b998,0,13142075466,122
0x28c6c06298d514db089934071355e5743bf21d60,0x18aaa7115705e8be94bffebde57af9bfc265b998,0,11478654000,363
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x18aaa7115705e8be94bffebde57af9bfc265b998,0,11912545712,214
0x3c02290922a3618a4646e3bbca65853ea45fe7c6,0x1a3496c18d558bd9c6c8f609e1b129f67ab08163,0,11800071941,58
0xdb3d858dcc295be2309e69539b2de07b41d658f7,0x1a3496c18d558bd9c6c8f609e1b129f67ab08163,0,11000000000,276
0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,0x1a3496c18d558bd9c6c8f609e1b129f67ab08163,0,26000000000,86
0xf89d7b9c864f589bbf53a82105107622b35eaa40,0x1a4b46696b2bb4794eb3d4c26f1c55f9170fa4c5,0,11105359097,220
0xc5a93444cc4da6efb9e6fc6e5d3cb55a53b52396,0x1f97505874067e5c926b4e40d0524d4fe0fdbc62,327635000000000000,12131138709,78
0x46340b20830761efd32832a74d7169b29feb9758,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0,15638523066,132
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0,11700368021,975
0xe93381fb4c4f14bda253907b18fad305d799241a,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0,20000000000,55
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0,12331688060,80
0xf60c2ea62edbfe808163751dd0d8693dcb30019c,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0,11442945172,278
0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0,25500000000,220
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0,11653334641,931
0x28c6c06298d514db089934071355e5743bf21d60,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0,11469311815,979
0x95b564f3b3bae3f206aa418667ba000afafacc8a,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0,11356455331,99
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x221657776846890989a759ba2973e427dff5c9bb,0,11860661537,117
0x28c6c06298d514db089934071355e5743bf21d60,0x221657776846890989a759ba2973e427dff5c9bb,0,11474979735,119
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x221657776846890989a759ba2973e427dff5c9bb,0,11681732683,116
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0,11458888431,262
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0,12128201992,261
0x28c6c06298d514db089934071355e5743bf21d60,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0,11919517691,265
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0x23894dc9da6c94ecb439911caf7d337746575a72,0,12534297119,179
0xcdd37ada79f589c15bd4f8fd2083dc88e34a2af2,0x249ca82617ec3dfb2589c4c17ab7ec9765350a18,0,14034050064,109
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b,0,11411247732,93
0x30741289523c2e4d2a62c7d6722686d14e723851,0x252b9f56359901a0bde52d0675b1f1130d86f471,0,20000000000,218
0x3c02290922a3618a4646e3bbca65853ea45fe7c6,0x252b9f56359901a0bde52d0675b1f1130d86f471,0,11077902138,355
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x252b9f56359901a0bde52d0675b1f1130d86f471,0,17000000000,206
0xa079552eabced4e447e5b12d9b71ef095e91ba48,0x25553828f22bdd19a20e4f12f052903cb474a335,29663000000000000000,13229846866,217
0xeab225795c09ca887efed245aff31f6d8c72cd42,0x25553828f22bdd19a20e4f12f052903cb474a335,7225900000000000000,12000000000,59
0x26663df4bdb9983466fc83cdf527c973f92428e7,0x25553828f22bdd19a20e4f12f052903cb474a335,5375000000000000000,10000000000,105
0xf1183e1d92d31c694e1abaad60de5cd5323e9e4f,0x25553828f22bdd19a20e4f12f052903cb474a335,10026447000000000000,11000000000,217
0xd739abd0184b54ba0372c5b1b7e866cdbad39822,0x25553828f22bdd19a20e4f12f052903cb474a335,8765500000000000000,10307443535,88
0xb104c36f3176a3c44ffbcec2118c8c568309a1b2,0x25553828f22bdd19a20e4f12f052903cb474a335,1515000000000000000,12553646983,56
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x25f8087ead173b73d6e8b84329989a8eea16cf73,0,12416462752,79
0x28c6c06298d514db089934071355e5743bf21d60,0x25f8087ead173b73d6e8b84329989a8eea16cf73,0,12245458847,85
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x25f8087ead173b73d6e8b84329989a8eea16cf73,0,12538966419,83
0x3b74b91360d7c1b59dc157dcfe01abae72557df2,0x28c6c06298d514db089934071355e5743bf21d60,536103629000000000000,12171583757,101
0xbb3fd383d1c5540e52ef0a7bcb9433375793aeaf,0x28c6c06298d514db089934071355e5743bf21d60,745516012951375057565,11626274071,110
0xa99c29597a9a2c8a1412c8ef45f5bf0971841968,0x28c6c06298d514db089934071355e5743bf21d60,204845656890575164559,11626274071,44
0x7db77e4c967c95a5a9e2ec57ec21788dab481893,0x28c6c06298d514db089934071355e5743bf21d60,170523967901178061070,11232831889,120
0x6767526a362ec6c6b1df185478e4f01506b73ff3,0x28c6c06298d514db089934071355e5743bf21d60,8090233186000000000000,11428745978,113
0xa305fab8bda7e1638235b054889b3217441dd645,0x28c6c06298d514db089934071355e5743bf21d60,1899183345020133537812,11719087421,59
0xa79c2ff668e705c67addeddf31bbae68649bbf14,0x28c6c06298d514db089934071355e5743bf21d60,75246900000000000000,12295799998,84
0x8e5a6e6fb4926284774a437241769f9b30c2f743,0x28ffe35688ffffd0659aee2e34778b0ae4e193ad,1396877780546774471129,12355689400,163
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x295b42684f90c77da7ea46336001010f2791ec8c,0,17118264767,102
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0x298d492e8c1d909d3f63bc4a36c66c64acb3d695,0,11534094089,67
0x6238872a0bd9f0e19073695532a7ed77ce93c69e,0x2a036569dbbe7730d69ed664b74412e49f43c2c0,0,15452418033,225
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0x2a3bff78b79a009976eea096a51a948a3dc00e34,0,12291571424,74
0xe4e81a38ea6d480e4f21abdbe34df076621b9113,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0,10057142888,82
0x48c04ed5691981c42154c6167398f95e8f38a7ff,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0,11000000000,74
0xa152f8bb749c55e9943a3a0a3111d18ee2b3f94e,0x2da719db753dfa10a62e140f436e1d67f2ddb0d6,0,10870688603,64
0xc2364c199f3708cbb7f3972017b0d09766648512,0x2eb502e1089e0a4d9855c99c71f0b8668f3e744f,0,12000000000,55
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0x3106a0a076bedae847652f42ef07fd58589e001f,0,11947106093,105
0x28c6c06298d514db089934071355e5743bf21d60,0x31c8eacbffdd875c74b94b077895bd78cf1e64a3,0,12171755141,190
0x9acbb72cf67103a30333a32cd203459c6a9c3311,0x31c8eacbffdd875c74b94b077895bd78cf1e64a3,0,13000000000,159
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x31c8eacbffdd875c74b94b077895bd78cf1e64a3,0,11442945172,160
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x31c8eacbffdd875c74b94b077895bd78cf1e64a3,0,12097116882,147
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x320623b8e4ff03373931769a31fc52a4e78b5d70,0,11480219742,336
0x28c6c06298d514db089934071355e5743bf21d60,0x320623b8e4ff03373931769a31fc52a4e78b5d70,0,11671229116,350
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x320623b8e4ff03373931769a31fc52a4e78b5d70,0,11869009007,331
0x95b564f3b3bae3f206aa418667ba000afafacc8a,0x320623b8e4ff03373931769a31fc52a4e78b5d70,0,12086083865,217
0x46340b20830761efd32832a74d7169b29feb9758,0x320623b8e4ff03373931769a31fc52a4e78b5d70,0,14837120843,65
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0x320623b8e4ff03373931769a31fc52a4e78b5d70,0,12589564610,108
0x28c6c06298d514db089934071355e5743bf21d60,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,0,12966856886,110
0x4e80744fa23cec76e1621ce0dfaceb4b1d532e12,0x34cbd49a1ca5be1d9fe1fe931fe58c9440188e06,15348373028143091682,14400000000,111
0x8ae57a027c63fca8070d1bf38622321de8004c67,0x34d85c9cdeb23fa97cb08333b511ac86e1c4e258,0,10062133055,240
0xb8001c3ec9aa1985f6c747e25c28324e4a361ec1,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,10449114760,79
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,12533147810,216
0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,26000000000,199
0xf60c2ea62edbfe808163751dd0d8693dcb30019c,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,11683700344,149
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,11345880527,2387
0x0d0707963952f2fba59dd06f2b425ace40b492fe,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,12321915801,61
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,19000000000,56
0xf89d7b9c864f589bbf53a82105107622b35eaa40,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,11943520000,127
0x9acbb72cf67103a30333a32cd203459c6a9c3311,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,13000000000,251
0xe93381fb4c4f14bda253907b18fad305d799241a,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,20000000000,85
0x7bd8efab672250de65ba4ba3bc6c3aa08120a1c3,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,10802470984,373
0x95b564f3b3bae3f206aa418667ba000afafacc8a,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,11584177180,207
0x28c6c06298d514db089934071355e5743bf21d60,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,11510088831,2305
0x1c17622cfa9b6fd2043a76dfc39a5b5a109aa708,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,12752182793,83
